vo_adv_1040009_000.m4a|HEY　YO！　私！　前途洋々！ニューフレンド！　自然とあがる抑揚！
vo_adv_5094007_014.m4a|でも！　３人でやるキャンプは、とっても楽しかったんです！こんなこと、ひとりぼっちでやっていた時には、想像すらしていませんでした！
vo_adv_5094007_015.m4a|……私がずっとやっていたひとりぼっちのキャンプには、ぼっちキャンプでしか味わえない楽しさが……
vo_adv_5094007_016.m4a|ユカリさんとジュンさんとする３人のグループキャンプには、それでしか味わえない楽しさが……
vo_adv_5094007_017.m4a|ということは……{player}さんが加わった４人のグループキャンプにも、今まで味わったことのない楽しさがあるんじゃないかって思うんです！
vo_adv_5094007_018.m4a|きっと、日常生活では感じられない気持ちよさや、普段だったら恥ずかしくて話せないことだって、語り合えたりするんじゃないかって……！
vo_adv_5094007_019.m4a|だから、{player}さん、どうでしょうか？……わ、私たちと一緒にキャンプ……しましょう？
vo_adv_5094007_020.m4a|……っ！　ありがとうございます！あなたも一緒なら、きっと……いえ、絶対に楽しいキャンプになります！
vo_adv_5094007_021.m4a|では、設営を手伝いますね！ユカリさんたちもお願いします！
vo_adv_5094007_023.m4a|……はい、みなさん、コーヒーをどうぞ。冷めないうちに召し上がってください。
vo_adv_5094007_026.m4a|ふふふっ、みなさんに喜んでもらえてうれしいです！丁寧に淹れたかいがありました！
vo_adv_5094007_028.m4a|そ、そんな！　いくらでもお譲りしますよ！リーダーさんやタマキさんにもお世話になってますから！
vo_adv_5094007_029.m4a|おいしく淹れるコツはというとですね……正しい手順を踏むのは当然として、心の中で、おいしくなれ……おいしくなれ……って唱えることです！
vo_adv_5094007_030.m4a|豆と心を通じ合わせることによって、本来のおいしさを引き出すことができるんですよ！
vo_adv_5094007_032.m4a|いや～、この味をまさか誰かと分かち合えるなんて、考えたこともありませんでした！
vo_adv_5094007_033.m4a|はあ～……いいですね、グループキャンプって……
vo_adv_5094007_042.m4a|{player}さんも、あなただけの楽しいキャンプの過ごし方を見つけてくださいね？
vo_adv_5094007_043.m4a|たき火にあたって自分を見つめ直すのもよし、普段話せないようなことを打ち明けるのもよし、なんでも自由に過ごしちゃってください！
vo_adv_5094007_044.m4a|そのためにお手伝いできることなら、私は全力でがんばっちゃいますから！
vo_adv_5094007_045.m4a|それにこの前はランドソルで、失礼な態度をとってしまいました……ＢＢ団にあるまじき言動でした……
vo_adv_5094007_046.m4a|だから、そのお詫びも兼ねて、キャンプでおもてなしをしたいんです。
vo_adv_5094007_047.m4a|ユカリさんとジュンさんは、恐れ多くて友達とは呼べませんが、キャ、キャンプ仲間だと思っています。
vo_adv_5094007_048.m4a|私ひとりぼっちじゃ大したことはできないかもしれません……
vo_adv_5094007_049.m4a|でも、キャンプ仲間が一緒なら、{player}さんも楽しんでもらえるんじゃないかって。
vo_adv_5094007_052.m4a|えへへ、そう言ってもらえて安心しました。私も……キャンプ仲間ができてうれしいですっ！
vo_adv_5094007_053.m4a|{player}さんとは、ＢＢ団の同志であり、キャンプ仲間にもなりたいですっ！
vo_adv_5094007_062.m4a|それじゃあキャンプ飯にしましょう！みなさんのために、腕を振るいますよ！
vo_adv_5094101_000.m4a|ふわぁ……う～ん、もう朝ですか……大都会の朝日は、今日も刺激的ですね。
vo_adv_5094101_001.m4a|エルフの森を離れて３ヶ月……ふっ、時間が経つのは早いものです。毎日毎日アルバイトに臨時講師……そして友達作り。おかげで私もすっかり都会派エルフの仲間入り……ふふふ。
vo_adv_5094101_002.m4a|草花さんたちもそう思いますよね？
vo_adv_5094101_004.m4a|…………あれ？　草花さんたち、聞こえてますか？あのー、もしもーし…………
vo_adv_5094101_006.m4a|えっ……草花さんたちの声が聞こえない……？どんなに忙しくても、毎日お世話してるから元気なはずなのに……
vo_adv_5094101_007.m4a|ぴょーん！　ぴょーーん！！……うん、この通り、私の体は元気いっぱいですよ……？
vo_adv_5094101_008.m4a|どどどどどどういうことなんでしょう……？一体全体なにが起こってるのか理解できません…………
vo_adv_5094101_009.m4a|でも、草花さんたちの声が聞こえなくなったのは事実……私がぼっちであることと同じくらい確実な事実です……
vo_adv_5094101_010.m4a|ぜえ……ぜえ……急に自然の空気が恋しくなってきました……３ヶ月も平気だったのに、聞こえないとわかった途端に……！
vo_adv_5094101_011.m4a|と、とにかく一刻も早く、身も心も自然と一つにしなくちゃ……！新鮮な緑の香りのする空気で、この肺を満たさなくちゃ……！
vo_adv_5094101_012.m4a|そうしないと、このままじゃ私……都会という砂漠で心が干からびちゃいます～～～～！！
vo_adv_5094101_014.m4a|……………………
vo_adv_5094101_015.m4a|ああ……落ち着きますね……都会の喧騒を離れた、この静けさ……これこそ、私が求めていたものです……
vo_adv_5094101_017.m4a|……き、気のせいでしょうか……今、人の声が聞こえたような……？私が聞きたいのは、草花さんや小鳥さん、そして風の声なんですが……
vo_adv_5094101_019.m4a|また人の声……？　き、気のせいじゃないみたいですね……自然って、こんなに賑やかなものでしたっけ……？
vo_adv_5094101_022.m4a|ど、どうしましょう……自然の中で静かに過ごそうと思っているのに……なんだが様子のおかしい人たちが集まってきちゃいました……
vo_adv_5094203_000.m4a|やった……？や、やりました！　追い払えましたっ！
vo_adv_5094302_000.m4a|よ、ようやく見つけたと思ったら……あの魔物、すっかり元気になってますね……というかむしろ、さっきより生き生きしているような……？
vo_adv_5094321_002.m4a|あわわわ……！おまけに子分のキノコをどんどん増やしてますよ……！
vo_adv_5094321_004.m4a|連携……つまりぼっち以上の人数が必要となるチームプレイですね、分かります！
vo_adv_5094322_002.m4a|あの子分が持ってる武器の先に……胞子が集まってませんか？もしかして、あれを投げ飛ばしてくるつもりじゃ……？
vo_adv_5094323_002.m4a|……はい！　ここまで力を合わせて戦ってきたんです！おっきなキノコだって怖くないです！
vo_adv_5094401_000.m4a|これまで私がやってきた山籠もり……その経験が活きるときが来るなんて思いもしませんでした。しかも、達人の領域とまで言ってもらえるなんて……！
vo_adv_5094402_002.m4a|よ、よかった……！やっと倒せたんですね……！
vo_adv_5094405_000.m4a|み、みなさん、すごいです！あんなに厄介な魔物を30体も倒しちゃうなんて……さすがすぎますっ！
vo_adv_5094411_000.m4a|はあ……今日がキャンプ最終日ですか……もう帰らないといけないんですね……
vo_adv_5094411_005.m4a|また……そっか、そうですよね。また来ればいいんですよねっ。私とユカリさん、ジュンさんに……あなたとも！ううん、今度はもっとたくさんの人に声をかけましょう！
vo_adv_6068101_000.m4a|つ、ついに人生初のアルバイトが始まってしまいました……不安で仕方ないんですが、本当に私はやっていけるでしょうか？怖い先輩の前で失敗して、怒られたりするんじゃ……！？
vo_adv_6068101_001.m4a|は、はいっ！　失敗を恐れずに……怖くない怖くない……失敗なんて……こわ、こわこわ……壊れかけの強面怖五郎さんー！すみません、意識したら余計に怖くなってとりみだしちゃいました……
